City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
374,Lufilufi,-13.8745,-171.5986,89.38,78,0,18.21,moderate rain
375,Rio De Janeiro,-22.9028,-43.2075,67.96,75,0,0.0,clear sky
376,Avera,33.194,-82.5271,84.07,67,11,3.83,few clouds
377,Pisco,-13.7,-76.2167,62.65,77,90,16.11,overcast clouds
378,Samarai,-10.6167,150.6667,81.19,82,53,10.54,broken clouds
379,Khani,41.9563,42.9566,58.57,93,85,3.6,overcast clouds
380,Axim,4.8699,-2.2405,75.54,77,89,8.72,overcast clouds
381,Ilulissat,69.2167,-51.1,42.82,87,20,8.05,few clouds
382,Borovoy,55.4333,86.0833,72.68,73,0,4.47,clear sky
383,Mahabaleshwar,17.9167,73.6667,61.27,98,100,3.94,overcast clouds
384,Gravdal,68.1214,13.5031,51.76,97,100,13.4,light rain
385,Pochutla,15.7432,-96.4661,77.86,85,95,4.92,overcast clouds
386,Shuangyang,43.5242,125.6736,85.96,55,22,11.27,few clouds
387,Nivala,63.9167,24.9667,47.68,89,30,3.69,scattered clouds
388,Providencia,28.7167,-111.5833,91.85,62,100,4.0,overcast clouds
389,Uhlove,44.8215,33.6045,66.9,55,0,6.42,clear sky
390,Berlevag,70.8578,29.0864,45.0,88,100,34.56,overcast clouds
391,Bilma,18.6853,12.9164,87.69,44,3,13.76,clear sky
392,Wakkanai,45.4094,141.6739,82.38,69,75,14.97,broken clouds
393,Adrar,20.5022,-10.0711,88.32,21,40,13.98,scattered clouds
394,Pangoa,-12.1167,-73.0,67.3,81,0,3.02,clear sky
395,Kapoeta,4.7717,33.5903,72.72,82,91,2.55,overcast clouds
396,Komsomolskiy,40.4272,71.7189,81.32,36,0,2.3,clear sky
397,Luau,-10.7073,22.2247,58.42,50,17,2.77,few clouds
398,Urdoma,61.7533,48.5442,46.08,94,100,6.33,overcast clouds
399,Wewak,-3.5534,143.6268,80.51,82,100,2.46,light rain
400,Pingzhuang,42.0372,119.2889,82.36,57,92,10.07,overcast clouds
401,Riyadh,24.6877,46.7219,87.94,21,44,5.35,scattered clouds
402,Hobyo,5.3505,48.5268,76.71,82,17,26.24,few clouds
403,Mildura,-34.2,142.15,55.36,62,90,14.97,overcast clouds
404,Albox,37.3886,-2.1495,83.19,32,8,5.3,clear sky
405,Roebourne,-20.7833,117.1333,76.69,34,1,19.22,clear sky
406,Rio Tercero,-32.173,-64.1141,54.81,38,89,12.64,overcast clouds
407,Deyang,31.1302,104.382,84.88,77,31,6.58,scattered clouds
408,Abha,18.2164,42.5053,62.42,88,40,0.0,scattered clouds
409,Cooma,-36.2333,149.1333,49.77,49,40,17.27,scattered clouds
410,Kortkeros,61.8106,51.5806,50.0,96,100,8.05,light rain
411,Luanda,-8.8368,13.2343,69.8,94,40,2.3,scattered clouds
412,Fallon,39.4735,-118.7774,98.38,12,75,5.75,smoke
413,Wawa,9.9022,4.4192,71.31,95,100,5.28,overcast clouds
414,North Platte,41.1239,-100.7654,88.02,50,1,3.0,clear sky
415,Hay River,60.8156,-115.7999,62.58,82,90,10.36,thunderstorm with light rain
416,Sao Francisco De Assis,-29.5503,-55.1311,61.07,63,0,5.41,clear sky
417,Batabano,22.7164,-82.2881,83.01,78,33,8.61,scattered clouds
418,Svetlyy,54.675,20.1347,64.45,90,11,5.84,few clouds
419,Iskilip,40.7353,34.4739,57.31,89,0,6.38,clear sky
420,Sakakah,29.9697,40.2064,85.57,33,0,8.46,clear sky
421,Alta Floresta,-9.8756,-56.0861,73.24,43,27,4.38,scattered clouds
422,Bosaso,11.2842,49.1816,90.5,39,96,21.09,overcast clouds
423,Manakara,-22.1333,48.0167,65.41,94,72,8.1,light rain
424,Vuktyl,63.8567,57.3094,55.51,61,99,9.69,overcast clouds
425,Oussouye,12.485,-16.5469,78.98,77,99,4.36,overcast clouds
426,Gori,41.9842,44.1158,63.03,86,71,6.06,broken clouds
427,Kendari,-3.945,122.4989,80.53,71,86,1.23,overcast clouds
428,Whitefish,48.4111,-114.3376,83.95,26,1,13.8,smoke
429,Salinopolis,-0.6136,-47.3561,77.32,86,10,10.36,clear sky
430,Yar-Sale,66.8333,70.8333,54.64,77,10,6.38,clear sky
431,Inhambane,-23.865,35.3833,60.4,74,59,11.25,light rain
432,Aswan,24.0934,32.907,87.1,28,0,6.91,clear sky
433,Merke,42.8728,73.1786,82.62,29,0,1.63,clear sky
434,Sarangpur,23.5667,76.4667,78.39,76,99,8.34,overcast clouds
435,Magdagachi,53.45,125.8,75.31,73,99,6.26,light rain
436,Bessonovka,53.3097,45.0407,62.98,38,10,4.12,clear sky
437,Champerico,14.3,-91.9167,83.73,80,47,6.33,scattered clouds
438,Fare,-16.7,-151.0167,77.83,66,8,10.98,clear sky
439,Marawi,7.9986,124.2928,82.35,52,11,7.36,few clouds
440,Ferme-Neuve,46.7001,-75.4493,62.38,69,58,1.25,broken clouds
441,Anito,12.4497,125.2886,86.77,63,100,12.28,overcast clouds
442,Gazli,40.1333,63.45,88.03,12,0,8.03,clear sky
443,Santa Marta,11.2408,-74.199,87.85,62,20,11.5,few clouds
444,Aykhal,66.0,111.5,62.06,71,100,17.54,overcast clouds
445,Touros,-5.1989,-35.4608,72.5,84,18,15.43,few clouds
446,Cabo San Lucas,22.8909,-109.9124,94.3,67,0,8.01,clear sky
447,Dicabisagan,17.0818,122.4157,83.35,73,100,6.69,overcast clouds
448,Piotrkow Trybunalski,51.4055,19.7032,65.1,69,99,4.14,overcast clouds
449,Sosva,59.1766,61.8558,57.88,74,100,4.88,overcast clouds
450,Vestmanna,62.1564,-7.1664,50.92,93,15,2.3,few clouds
451,Konya,38.1667,32.5,63.88,63,0,6.87,clear sky
452,Bagan,54.1001,77.6646,72.79,63,100,2.89,overcast clouds
453,Mackenzie,55.2999,-123.1698,66.42,52,40,8.05,scattered clouds
454,Jamuria,23.7,87.0833,80.62,81,100,12.88,moderate rain
455,Vila Franca Do Campo,37.7167,-25.4333,70.21,93,91,6.8,overcast clouds
456,Leninsk,48.7119,45.1994,60.66,41,30,7.07,scattered clouds
457,Gongzhuling,43.5008,124.8198,85.51,56,15,13.53,few clouds
458,Kununurra,-15.7667,128.7333,87.78,29,65,11.5,broken clouds
459,Lernanist,40.4678,44.7924,55.56,92,61,6.58,broken clouds
460,Roma,43.2128,-75.4557,64.89,85,0,1.5,clear sky
461,Moron,-34.6534,-58.6198,63.01,77,99,4.5,overcast clouds
462,Nanakuli,21.3906,-158.1547,84.15,69,90,8.05,overcast clouds
463,Paranaiba,-19.6772,-51.1908,69.53,38,0,7.36,clear sky
464,Boyolangu,-8.1181,111.8935,79.74,65,24,8.99,few clouds
465,Maumere,-8.6199,122.2111,82.06,57,48,4.97,scattered clouds
466,Taltal,-25.4,-70.4833,56.62,81,99,4.76,overcast clouds
467,Alexandria,31.2156,29.9553,78.76,65,0,13.8,clear sky
468,Villaviciosa,43.4813,-5.4357,64.02,89,41,4.41,scattered clouds
469,Saint-Pierre,-21.3393,55.4781,65.88,62,0,8.05,clear sky
470,Banamba,13.55,-7.45,77.2,77,41,8.95,scattered clouds
471,Ewa Beach,21.3156,-158.0072,84.15,65,40,16.11,scattered clouds
472,Marsh Harbour,26.5412,-77.0636,82.87,72,100,10.4,overcast clouds
473,Dongli,23.5656,116.8194,87.78,74,20,4.47,few clouds
474,Syasstroy,60.1367,32.5691,52.48,74,79,4.16,broken clouds
475,Saravan,39.7196,45.6483,68.65,81,51,7.23,broken clouds
476,Nebbi,2.4783,31.0889,66.22,75,35,5.03,scattered clouds
477,Kuryk,43.2,51.65,78.4,67,68,11.52,broken clouds
478,Lisala,2.15,21.5167,71.1,85,91,1.61,overcast clouds
479,Bajil,15.0584,43.2851,85.35,62,100,4.16,overcast clouds
480,Ixtapa,20.7,-105.2,87.03,74,75,0.0,broken clouds
481,Rawson,-43.3002,-65.1023,46.33,41,38,10.18,scattered clouds
482,Stawell,-37.05,142.7667,45.66,90,100,14.56,overcast clouds
483,Nijar,36.9665,-2.206,78.44,61,0,9.22,clear sky
484,Barcelos,41.5388,-8.6151,62.85,95,40,2.17,scattered clouds
485,El Prat De Llobregat,41.3278,2.0947,81.01,71,0,4.61,clear sky
486,Bima,-8.4667,118.7167,87.82,41,37,5.23,scattered clouds
487,Ngong,-1.3618,36.6566,57.78,66,68,2.98,broken clouds
488,Berezeni,46.3761,28.1478,61.47,74,0,5.08,clear sky
489,Xuddur,4.1213,43.8894,69.71,78,95,20.49,overcast clouds
490,Passagem Franca,-6.1797,-43.7836,70.65,43,4,4.43,clear sky
491,Kushmurun,52.4503,64.6311,71.83,72,100,7.29,overcast clouds
492,Altus,34.6381,-99.334,90.91,53,1,9.22,clear sky
493,Fairbanks,64.8378,-147.7164,75.2,61,75,4.61,light rain
494,Yurimaguas,-5.9,-76.0833,72.95,74,5,0.51,clear sky
495,Fayaoue,-20.65,166.5333,74.07,85,11,7.29,few clouds
496,Honggang,46.4667,124.8667,85.98,53,82,13.29,broken clouds
497,Mar Del Plata,-38.0023,-57.5575,51.82,64,40,18.99,scattered clouds
498,Labuhan,-6.8844,112.2051,82.15,64,10,5.35,clear sky
499,Raymondville,26.4815,-97.7831,86.38,66,0,15.66,clear sky
500,Atar,20.5169,-13.0499,85.55,25,6,5.39,clear sky
501,Guerrero Negro,27.9769,-114.0611,71.71,78,56,16.2,broken clouds
502,Boa Vista,2.8197,-60.6733,78.78,89,75,2.3,thunderstorm
503,Aginskoye,51.1,114.53,67.28,63,40,18.23,scattered clouds
504,Simga,21.6333,81.7,76.42,92,100,10.69,moderate rain
505,Huangyan,28.6478,121.2594,75.67,94,100,13.51,overcast clouds
506,Silver City,32.7701,-108.2803,75.16,60,1,10.0,clear sky
507,Aquiraz,-3.9014,-38.3911,80.69,76,33,13.62,scattered clouds
508,Moose Factory,51.2585,-80.6094,73.4,53,1,6.91,clear sky
509,Gat,31.61,34.7642,79.48,100,53,8.08,broken clouds
510,Madoc,44.5084,-77.4745,70.52,72,86,2.42,overcast clouds
511,Praia Da Vitoria,38.7333,-27.0667,71.85,94,75,12.03,broken clouds
512,Charters Towers,-20.1,146.2667,76.69,29,4,7.43,clear sky
513,Samana,19.2056,-69.3369,78.93,90,27,9.82,scattered clouds
514,Muncar,-8.4333,114.3333,81.52,62,10,7.02,clear sky
515,Prieska,-29.6641,22.7474,30.2,71,0,5.26,clear sky
516,Tamiahua,21.2667,-97.45,79.21,89,7,6.98,clear sky
517,Khash,28.2211,61.2158,80.94,31,9,2.86,clear sky
518,Nigde,37.8333,34.75,55.53,67,0,6.13,clear sky
519,Camacha,33.0833,-16.3333,67.42,78,20,11.5,few clouds
520,Ahipara,-35.1667,173.1667,59.4,59,0,4.27,clear sky
521,Port Augusta,-32.5,137.7667,55.54,54,100,20.51,overcast clouds
522,Northam,51.0333,-4.2167,65.3,89,100,19.1,heavy intensity rain
523,Carutapera,-1.195,-46.02,74.71,91,7,5.88,clear sky
524,Taft,31.7471,54.2088,82.35,17,40,6.91,scattered clouds
525,Broken Hill,-31.95,141.4333,55.11,54,2,23.02,clear sky
526,Cockburn Town,21.4612,-71.1419,81.75,83,12,19.66,few clouds
527,Jalu,29.0331,21.5482,78.19,43,0,8.57,clear sky
528,Azul,-36.777,-59.8585,48.07,69,100,14.38,overcast clouds
529,Diamantina,-18.2494,-43.6003,49.82,84,100,8.52,overcast clouds
530,Cuenca,-2.8833,-78.9833,57.33,58,75,6.91,broken clouds
531,Pinerovka,51.562,43.0689,59.49,68,23,6.85,few clouds
532,Sudbury,46.49,-80.99,67.17,71,100,5.01,overcast clouds
533,Kupino,54.3663,77.2981,72.36,64,100,3.31,overcast clouds
534,Vardo,70.3705,31.1107,46.02,82,100,36.48,overcast clouds
535,Rio Grande,-32.035,-52.0986,59.76,87,0,7.65,light rain
536,Shitanjing,39.2342,106.3439,76.01,60,10,14.61,clear sky
537,Tutoia,-2.7619,-42.2744,76.59,87,49,9.4,scattered clouds
538,Kongoussi,13.3258,-1.5347,80.65,62,100,11.77,overcast clouds
539,Zabid,14.1951,43.3152,85.44,68,100,5.19,overcast clouds
540,Sterling,39.0062,-77.4286,75.6,66,20,5.01,few clouds
541,Tateyama,34.9833,139.8667,90.14,71,18,2.01,few clouds
542,Okha,53.5739,142.9478,66.31,85,89,11.9,overcast clouds
543,Gimli,50.6336,-96.9907,84.22,26,2,6.91,clear sky
544,Maputo,-25.9653,32.5892,49.68,66,0,8.05,clear sky
545,Cabanas,22.9758,-82.9219,82.87,83,47,6.06,scattered clouds
546,Santander,43.4647,-3.8044,65.61,92,90,1.01,mist
547,Lima,-12.0432,-77.0282,59.25,88,90,9.22,light intensity drizzle
548,Ribeira Brava,32.65,-17.0667,70.72,78,1,5.44,clear sky
549,Mount Isa,-20.7333,139.5,73.17,28,0,6.91,clear sky
550,Halol,22.5,73.4667,81.64,87,70,6.69,broken clouds
551,Majdanpek,44.4277,21.946,55.18,73,1,1.16,clear sky
552,Ovsyanka,55.9575,92.5519,68.97,60,100,8.16,overcast clouds
553,Necochea,-38.5473,-58.7368,49.03,73,100,11.07,overcast clouds
554,Erenhot,43.6475,111.9767,80.08,45,100,2.62,overcast clouds
555,Tiarei,-17.5333,-149.3333,82.42,66,3,8.88,clear sky
556,Bandundu,-3.3167,17.3667,70.27,64,89,3.96,overcast clouds
557,Makat,47.6469,53.3463,74.3,71,83,5.53,broken clouds
558,Porto Novo,6.4965,2.6036,78.62,80,12,7.36,few clouds
559,Richards Bay,-28.783,32.0377,56.05,57,100,14.45,light rain
560,Kokkola,63.8385,23.1307,58.93,79,0,3.44,clear sky
561,Evensk,61.95,159.2333,50.14,96,100,2.55,light rain
562,Susanville,40.4163,-120.653,84.04,13,90,11.5,haze
563,Grenaa,56.4158,10.8783,56.59,72,0,1.63,clear sky
564,Krasnyy Chikoy,50.3643,108.7512,66.96,61,12,5.95,few clouds
565,Ibra,22.6906,58.5334,84.18,63,91,2.08,overcast clouds
566,Lao Cai,22.4833,103.95,86.14,74,10,1.68,clear sky
567,Klintsy,52.7602,32.2393,60.89,81,86,5.79,overcast clouds
568,Paita,-5.0892,-81.1144,64.98,84,0,14.36,clear sky
569,Safaga,26.7292,33.9365,85.95,41,0,13.62,clear sky
570,Suntar,62.1444,117.6319,75.09,47,2,6.4,clear sky
571,Hat Yai,7.0084,100.4767,80.78,100,40,0.0,light rain
572,Bitung,1.4451,125.1824,90.45,64,90,15.01,overcast clouds
573,Barroso,-21.1869,-43.9758,50.0,88,0,4.38,clear sky
574,Ailigandi,9.2333,-78.0167,79.63,87,100,4.68,overcast clouds
575,Vancouver,49.2497,-123.1193,78.26,49,20,8.05,few clouds
576,Tanabe,33.7333,135.3667,87.01,67,75,1.99,broken clouds
577,Leshukonskoye,64.8989,45.7622,40.82,85,8,5.44,clear sky
578,Igarka,67.4667,86.5833,69.6,76,72,19.98,light rain
579,Tuyen Quang,21.8233,105.2181,85.17,79,5,3.33,clear sky
580,Agadir,30.4202,-9.5982,73.85,38,85,3.29,overcast clouds
581,Tarauaca,-8.1614,-70.7656,71.89,61,17,0.78,few clouds
582,Matara,5.9485,80.5353,78.3,88,72,9.57,broken clouds
583,Jaisinghnagar,23.7,81.3833,79.11,87,100,3.8,light rain
584,Wanlaweyn,2.6185,44.8938,74.48,80,94,19.89,overcast clouds
585,Jiuquan,39.7432,98.5174,87.78,26,30,20.89,scattered clouds
586,Les Herbiers,46.8667,-1.0167,63.39,96,49,9.33,scattered clouds
587,Narasannapeta,18.4167,84.05,82.58,78,100,8.25,overcast clouds
588,Palmares Do Sul,-30.2578,-50.5097,59.47,72,0,4.83,clear sky
589,Nuuk,64.1835,-51.7216,43.41,87,90,33.38,light snow
590,Bure,10.7,37.0667,56.12,96,100,1.3,overcast clouds
591,Carira,-10.3608,-37.7011,63.01,97,78,4.76,broken clouds
592,Mamou,10.5,-12.0,68.49,99,100,2.71,light rain
593,Brae,60.3964,-1.353,53.51,94,89,6.08,overcast clouds
594,Sept-Iles,50.2001,-66.3821,63.05,84,75,2.3,broken clouds
595,Ratnagiri,16.9833,73.3,80.15,85,100,12.86,light rain
596,Waingapu,-9.6567,120.2641,84.27,46,6,12.06,clear sky
597,Guidonia,42.0167,12.75,75.31,76,52,2.46,broken clouds
598,Xingyi,24.1877,102.817,69.94,82,86,3.02,light rain
599,Bela Vista Do Paraiso,-22.9967,-51.1906,65.44,64,0,5.39,clear sky
600,Chany,55.3121,76.7647,72.0,62,94,3.15,overcast clouds
601,Mantua,45.1667,10.7833,76.69,80,100,3.0,overcast clouds
602,Pallisa,1.145,33.7094,63.72,78,63,1.19,broken clouds
603,Liling,27.6667,113.5,85.89,61,18,5.26,few clouds
604,Santiago,-33.4569,-70.6483,53.17,61,40,6.91,haze
605,Pipar,26.3856,73.5378,82.85,64,34,7.92,scattered clouds
606,Wattegama,6.7989,81.4808,77.92,68,75,9.95,broken clouds
607,Dudinka,69.4058,86.1778,69.19,78,100,28.07,overcast clouds
608,Capreol,46.706,-80.9225,66.67,65,75,10.36,broken clouds
609,Havoysund,70.9963,24.6622,45.48,88,100,26.08,light rain
610,Bonavista,48.6499,-53.1147,55.11,97,100,9.35,overcast clouds
611,Pontal Do Parana,-25.6533,-48.5128,60.46,95,10,2.68,clear sky
612,Waddan,29.1614,16.139,74.1,56,0,3.31,clear sky
613,Renqiu,38.6989,116.0936,84.47,66,0,4.56,clear sky
614,Winnemucca,40.973,-117.7357,98.65,9,1,5.75,clear sky
615,Polyarnyy,69.1989,33.4478,45.07,81,100,29.44,light rain
616,Korla,41.7597,86.1469,89.06,26,0,1.07,clear sky
617,Lewistown,40.5992,-77.5714,71.62,74,1,0.0,clear sky
618,Teahupoo,-17.8333,-149.2667,76.96,68,2,7.49,clear sky
619,Libenge,3.65,18.6333,69.4,95,77,2.17,broken clouds
620,Talnakh,69.4865,88.3972,67.82,74,100,22.06,light rain
621,Garowe,8.4054,48.4845,73.47,67,89,31.16,overcast clouds
622,Formosa,-26.1775,-58.1781,64.38,72,0,6.91,clear sky
623,Angoram,-4.0625,144.0661,84.09,79,89,2.28,overcast clouds
624,Oktyabrskiy,54.4815,53.471,63.41,59,92,2.68,overcast clouds
625,Porto Nacional,-10.7081,-48.4172,73.4,45,5,1.03,clear sky
626,Kenora,49.8167,-94.4337,81.57,61,40,5.75,smoke
627,Chicama,-7.8447,-79.1469,64.94,86,72,9.01,broken clouds
628,Canutama,-6.5339,-64.3831,77.27,52,21,1.19,few clouds
629,Eskil,38.4017,33.4131,64.36,56,0,12.26,clear sky
630,Rapid Valley,44.0625,-103.1463,86.41,53,1,1.01,clear sky
631,Kirkwall,58.9848,-2.9587,52.14,93,90,5.75,overcast clouds
632,Marovoay,-16.1,46.6333,66.34,75,1,4.92,clear sky
633,Caluquembe,-13.7833,14.6833,48.31,26,3,3.04,clear sky
634,Albertville,34.2676,-86.2089,79.41,56,1,0.0,clear sky
635,Araouane,18.9048,-3.5265,88.84,39,42,7.83,scattered clouds
636,Kota Kinabalu,5.9749,116.0724,87.78,70,20,10.36,light rain
637,Nkoteng,4.5167,12.0333,67.42,94,100,4.41,overcast clouds
638,Blagoyevo,63.3667,47.9167,41.81,92,8,5.23,clear sky
639,Ouallam,14.3188,2.0866,81.93,64,51,16.15,broken clouds
640,Maralal,1.0968,36.698,59.5,84,92,1.05,light rain
641,Male,4.1748,73.5089,82.35,78,75,9.22,broken clouds
642,Burma,22.0,98.0,74.48,89,100,1.83,light rain
643,Chinsali,-10.5414,32.0816,59.59,70,96,11.43,overcast clouds
644,Chapais,49.7834,-74.8492,67.78,62,65,4.79,broken clouds
645,Larap,14.299,122.6504,86.97,69,100,11.79,moderate rain
646,Mocajuba,-2.5842,-49.5072,73.98,79,22,2.82,few clouds
647,Baguanos,20.7517,-76.0269,82.69,80,100,13.22,overcast clouds
648,Yuma,32.7253,-114.6244,102.36,27,75,14.97,broken clouds
649,Pleszew,51.8964,17.7855,60.6,62,97,4.65,overcast clouds
650,Farafangana,-22.8167,47.8333,66.42,88,92,12.08,light rain
651,Elk City,35.412,-99.4043,89.58,54,1,8.05,clear sky
652,Vao,-22.6667,167.4833,71.13,79,0,6.71,clear sky
653,Envira,-7.3,-70.2167,73.06,63,26,1.52,scattered clouds
654,Bereda,43.2686,-7.5406,61.41,89,95,6.13,overcast clouds
