City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kuandian,CN,2021-07-23 01:12:49,40.7286,124.7847,81.81,73,100,2.26
294,Empalme,MX,2021-07-23 01:12:50,27.9667,-110.8167,89.65,79,75,6.91
295,Sola,VU,2021-07-23 01:12:50,-13.8833,167.55,80.8,79,45,16.17
296,Ladario,BR,2021-07-23 01:12:50,-19.0047,-57.6017,72.21,28,0,2.8
297,Karratha,AU,2021-07-23 01:12:51,-20.7377,116.8463,73.36,29,6,12.71
298,Atar,MR,2021-07-23 01:12:51,20.5169,-13.0499,84.38,21,11,3.44
299,Amapa,BR,2021-07-23 01:12:51,1.0,-52.0,71.69,99,100,2.73
300,Siteki,SZ,2021-07-23 01:12:52,-26.45,31.95,43.43,64,4,3.71
301,Aklavik,CA,2021-07-23 01:12:52,68.2191,-135.0107,62.08,54,67,19.57
302,Tiksi,RU,2021-07-23 01:12:52,71.6872,128.8694,45.46,77,100,8.41
303,Talnakh,RU,2021-07-23 01:12:53,69.4865,88.3972,56.88,69,100,1.7
304,Kondopoga,RU,2021-07-23 01:12:53,62.2057,34.2614,51.93,94,100,5.26
305,Waiouru,NZ,2021-07-23 01:12:53,-39.4833,175.6667,47.16,80,99,1.83
306,Vila Franca Do Campo,PT,2021-07-23 01:12:54,37.7167,-25.4333,64.81,82,18,4.25
307,Lavrentiya,RU,2021-07-23 01:12:54,65.5833,-171.0,43.5,81,99,2.06
308,Kichera,RU,2021-07-23 01:12:54,55.9375,110.0997,61.23,77,71,3.0
309,Udachnyy,RU,2021-07-23 01:12:55,66.4167,112.4,69.96,44,31,11.21
310,Lata,PT,2021-07-23 01:12:55,40.1629,-8.3327,63.05,97,99,0.83
311,Westport,US,2021-07-23 01:12:55,41.1415,-73.3579,77.14,76,1,3.0
312,San Vicente,AR,2021-07-23 01:12:56,-26.6167,-54.1333,55.29,60,1,2.84
313,Harper,LR,2021-07-23 01:12:56,4.375,-7.7169,75.81,84,100,11.81
314,Iguguno,TZ,2021-07-23 01:12:56,-4.5697,34.6275,61.05,75,5,12.17
315,Chapais,CA,2021-07-23 01:12:57,49.7834,-74.8492,65.98,60,96,3.62
316,Mayo,US,2021-07-23 01:12:57,38.8876,-76.5119,77.13,70,1,1.01
317,Vitim,RU,2021-07-23 01:12:58,59.4511,112.5578,70.3,75,96,5.95
318,Coolum Beach,AU,2021-07-23 01:12:58,-26.5333,153.1,66.11,81,12,10.4
319,Cacheu,GW,2021-07-23 01:12:58,12.2706,-16.1658,78.4,85,17,5.46
320,Merritt,CA,2021-07-23 01:12:59,50.1123,-120.7942,73.45,27,12,8.79
321,Benghazi,LY,2021-07-23 01:12:59,32.1167,20.0667,79.03,70,0,15.59
322,Port Lincoln,AU,2021-07-23 01:13:00,-34.7333,135.8667,56.5,67,59,10.65
323,Chail,IN,2021-07-23 01:13:00,25.4333,81.6333,86.97,71,17,4.43
324,Catamarca,AR,2021-07-23 01:13:00,-28.4696,-65.7852,60.78,52,0,7.36
325,Kodiak,US,2021-07-23 01:13:01,57.79,-152.4072,52.32,98,100,16.11
326,Hobyo,SO,2021-07-23 01:13:01,5.3505,48.5268,76.78,83,100,27.78
327,Ipatovo,RU,2021-07-23 01:13:01,45.7181,42.9036,68.81,79,100,10.98
328,Ambulu,ID,2021-07-23 01:13:02,-8.345,113.6058,78.76,74,8,2.24
329,Andenes,NO,2021-07-23 01:13:02,69.3143,16.1194,46.38,87,90,17.27
330,Walvis Bay,NA,2021-07-23 01:13:03,-22.9575,14.5053,57.07,59,0,2.24
331,Chornukhy,UA,2021-07-23 01:13:03,50.2673,32.942,55.81,69,0,7.07
332,Tayoltita,MX,2021-07-23 01:13:03,24.0833,-105.9333,75.16,88,52,3.29
333,Yenagoa,NG,2021-07-23 01:13:04,4.9247,6.2642,74.71,90,100,4.94
334,Mahebourg,MU,2021-07-23 01:13:04,-20.4081,57.7,70.25,70,38,15.99
335,Bundaberg,AU,2021-07-23 01:12:02,-24.85,152.35,73.22,57,40,7.0
336,Wenling,CN,2021-07-23 01:13:04,28.3669,121.36,77.92,90,100,21.23
337,Guerrero Negro,MX,2021-07-23 01:13:05,27.9769,-114.0611,75.33,68,100,13.85
338,Suntar,RU,2021-07-23 01:13:05,62.1444,117.6319,70.0,69,100,3.27
339,Tokoroa,NZ,2021-07-23 01:13:05,-38.2333,175.8667,54.52,67,98,3.09
340,Bhadrachalam,IN,2021-07-23 01:13:06,17.6667,80.8833,74.95,90,100,7.14
341,Dubrovnik,HR,2021-07-23 01:08:30,42.6481,18.0922,78.44,31,0,18.41
342,San Ramon,US,2021-07-23 01:13:06,37.7799,-121.978,90.59,49,1,8.99
343,Datong,CN,2021-07-23 01:09:45,40.0936,113.2914,68.9,71,100,5.32
344,Garango,BF,2021-07-23 01:13:07,11.8,-0.5506,79.83,63,96,9.13
345,Laje,BR,2021-07-23 01:13:07,-10.1833,-40.9667,66.0,88,41,11.41
346,Galesong,ID,2021-07-23 01:13:07,-5.3166,119.3661,78.82,68,90,6.73
347,Bunol,ES,2021-07-23 01:13:08,39.4167,-0.7833,74.8,48,0,3.69
348,Codrington,AU,2021-07-23 01:13:08,-38.2667,141.9667,44.89,90,100,10.25
349,Frankfort,ZA,2021-07-23 01:13:08,-27.2667,28.4833,26.33,54,0,3.58
350,Tazovskiy,RU,2021-07-23 01:13:09,67.4667,78.7,47.8,73,91,4.05
351,Pauini,BR,2021-07-23 01:13:09,-7.7136,-66.9764,74.43,59,6,2.39
352,Luanda,AO,2021-07-23 01:13:09,-8.8368,13.2343,71.13,79,100,0.27
353,Pacific Grove,US,2021-07-23 01:08:39,36.6177,-121.9166,82.63,84,75,3.0
354,Sortland,NO,2021-07-23 01:13:10,68.6949,15.4162,48.38,91,100,4.16
355,Awjilah,LY,2021-07-23 01:13:10,29.1081,21.2869,77.79,66,0,15.26
356,Neiafu,TO,2021-07-23 01:13:10,-18.65,-173.9833,83.08,74,20,8.05
357,Camacha,PT,2021-07-23 01:13:11,33.0833,-16.3333,70.56,83,40,16.11
358,Nueva Gerona,CU,2021-07-23 01:13:11,21.8833,-82.8,85.24,72,43,16.35
359,Meadow Lake,US,2021-07-23 01:13:11,34.8014,-106.5436,87.28,41,100,7.2
360,Port Blair,IN,2021-07-23 01:13:12,11.6667,92.75,82.38,85,86,21.18
361,Dewas,IN,2021-07-23 01:13:12,22.9667,76.0667,74.28,87,100,6.13
362,Bunia,CD,2021-07-23 01:13:13,1.5667,30.25,64.78,87,84,1.52
363,Gilgit,PK,2021-07-23 01:13:13,35.9221,74.3087,76.96,45,9,1.01
364,La Ronge,CA,2021-07-23 01:13:13,55.1001,-105.2842,77.22,47,40,10.36
365,Itarema,BR,2021-07-23 01:13:14,-2.9248,-39.9167,79.12,80,2,18.21
366,Vilhena,BR,2021-07-23 01:13:14,-12.7406,-60.1458,69.78,43,0,3.09
367,Kalabo,ZM,2021-07-23 01:13:14,-14.97,22.6814,52.77,28,62,9.13
368,Comodoro Rivadavia,AR,2021-07-23 01:13:15,-45.8667,-67.5,58.86,41,0,13.8
369,Zeya,RU,2021-07-23 01:13:15,53.75,127.2667,77.95,90,49,8.05
370,Gunjur,GM,2021-07-23 01:13:15,13.2019,-16.7339,78.87,89,75,5.75
371,Beringovskiy,RU,2021-07-23 01:13:16,63.05,179.3167,47.52,91,100,8.7
372,Wairoa,NZ,2021-07-23 01:13:16,-39.0333,177.3667,56.61,82,96,5.99
373,Kambove,CD,2021-07-23 01:13:17,-10.8764,26.5969,58.75,47,0,7.16
374,Kanata,CA,2021-07-23 01:13:17,45.3159,-75.8985,65.55,79,75,1.99
375,Coihaique,CL,2021-07-23 01:13:17,-45.5752,-72.0662,42.75,56,20,3.44
376,Zabid,YE,2021-07-23 01:13:18,14.1951,43.3152,83.82,64,100,9.98
377,Chipinge,ZW,2021-07-23 01:13:18,-20.1883,32.6236,48.15,32,5,1.83
378,Huilong,CN,2021-07-23 01:13:18,31.8111,121.655,83.98,76,0,19.33
379,Semirom,IR,2021-07-23 01:13:19,31.4167,51.5667,67.17,46,44,3.11
380,Manokwari,ID,2021-07-23 01:13:19,-0.8667,134.0833,83.26,69,30,3.0
381,Saint-Leu,RE,2021-07-23 01:13:19,-21.15,55.2833,65.26,63,2,2.71
382,Kununurra,AU,2021-07-23 01:08:31,-15.7667,128.7333,75.18,46,100,4.61
383,Pasinler,TR,2021-07-23 01:13:20,39.9803,41.6764,61.79,78,84,2.98
384,Povarovo,RU,2021-07-23 01:13:20,56.0667,37.05,57.34,82,27,5.75
385,Pangnirtung,CA,2021-07-23 01:13:21,66.1451,-65.7125,44.74,78,99,4.72
386,Talalora,PH,2021-07-23 01:13:21,11.5293,124.8362,84.52,69,100,16.31
387,Sayyan,YE,2021-07-23 01:13:21,15.1718,44.3244,58.53,83,100,9.01
388,Aquidauana,BR,2021-07-23 01:13:22,-20.4711,-55.7872,68.47,25,0,5.93
389,Sabha,LY,2021-07-23 01:13:22,27.0377,14.4283,81.28,34,0,11.77
390,Sand,DE,2021-07-23 01:13:22,50.0,10.6,62.76,89,0,2.86
391,Groa,NO,2021-07-23 01:13:23,62.65,8.7167,51.89,95,85,3.09
392,Lixourion,GR,2021-07-23 01:13:23,38.2019,20.4314,73.47,81,0,3.06
393,Cedar City,US,2021-07-23 01:09:32,37.6775,-113.0619,68.97,73,90,6.91
394,Sulina,RO,2021-07-23 01:13:24,45.1559,29.6536,66.85,64,52,11.34
395,Teya,RU,2021-07-23 01:08:45,60.3778,92.6267,68.41,55,0,2.86
396,Poyarkovo,RU,2021-07-23 01:13:24,49.6,128.6833,88.92,51,36,8.99
397,Alpena,US,2021-07-23 01:13:24,45.0617,-83.4327,66.52,88,90,3.44
398,Itupiranga,BR,2021-07-23 01:13:25,-5.1347,-49.3267,75.81,52,5,2.13
399,Sanmenxia,CN,2021-07-23 01:13:25,34.7747,111.1814,73.31,88,100,9.6
400,Narsaq,GL,2021-07-23 01:13:25,60.9167,-46.05,46.62,95,100,6.55
401,General Roca,AR,2021-07-23 01:13:26,-39.0333,-67.5833,39.6,35,99,5.28
402,Bengkulu,ID,2021-07-23 01:13:26,-3.8004,102.2655,77.7,78,100,2.15
403,Santa Vitoria,BR,2021-07-23 01:13:26,-18.8386,-50.1214,70.99,39,0,4.52
404,Windhoek,NA,2021-07-23 01:13:27,-22.5594,17.0832,46.11,14,0,5.26
405,Marrakesh,MA,2021-07-23 01:13:22,31.6315,-8.0083,84.27,39,40,4.61
406,Sitka,US,2021-07-23 01:13:27,57.0531,-135.33,60.69,72,90,4.61
407,Makakilo City,US,2021-07-23 01:13:28,21.3469,-158.0858,84.52,58,90,12.66
408,Kangaatsiaq,GL,2021-07-23 01:13:28,68.3065,-53.4641,40.3,97,100,4.9
409,Harboore,DK,2021-07-23 01:13:28,56.6175,8.1807,59.56,81,100,17.4
410,West Bay,KY,2021-07-23 01:13:29,19.3667,-81.4167,84.27,79,20,3.0
411,Antalaha,MG,2021-07-23 01:13:29,-14.9003,50.2788,67.77,86,34,8.5
412,Ilulissat,GL,2021-07-23 01:13:29,69.2167,-51.1,44.62,81,100,3.44
413,Maragogi,BR,2021-07-23 01:13:30,-9.0122,-35.2225,73.53,83,13,11.12
414,Mmabatho,ZA,2021-07-23 01:13:30,-25.85,25.6333,28.78,51,0,10.18
415,Salym,RU,2021-07-23 01:13:30,60.0625,71.4789,68.67,84,5,7.78
416,Coquimbo,CL,2021-07-23 01:13:31,-29.9533,-71.3436,51.53,87,90,3.44
417,Alofi,NU,2021-07-23 01:13:31,-19.0595,-169.9187,80.49,78,75,10.36
418,Poltavka,RU,2021-07-23 01:13:31,54.3663,71.7632,67.8,56,0,8.1
419,Bethanien,NA,2021-07-23 01:13:32,-26.502,17.1583,39.07,30,0,7.0
420,Mogocha,RU,2021-07-23 01:13:32,53.7333,119.7667,68.5,93,100,2.44
421,Sao Filipe,CV,2021-07-23 01:13:32,14.8961,-24.4956,74.26,87,14,7.11
422,Port Antonio,JM,2021-07-23 01:13:33,18.18,-76.4612,81.95,82,38,8.59
423,Novobirilyussy,RU,2021-07-23 01:13:33,56.9514,90.6661,66.25,61,34,5.44
424,Cap Malheureux,MU,2021-07-23 01:13:33,-19.9842,57.6142,70.47,72,17,4.0
425,Gornopravdinsk,RU,2021-07-23 01:13:34,60.05,69.9,69.93,79,37,10.49
426,La Romana,DO,2021-07-23 01:13:34,18.4273,-68.9728,82.13,83,40,5.75
427,Krasnoborsk,RU,2021-07-23 01:13:35,61.5598,45.934,53.67,71,100,3.96
428,Powell River,CA,2021-07-23 01:13:35,49.8496,-124.5361,74.05,55,87,3.69
429,Ponta Delgada,PT,2021-07-23 01:13:36,37.7333,-25.6667,65.12,77,40,4.61
430,Camopi,GF,2021-07-23 01:13:36,3.1655,-52.3158,72.9,99,100,2.42
431,Korcula,HR,2021-07-23 01:13:36,42.9622,17.1369,75.06,62,0,4.81
432,Mayumba,GA,2021-07-23 01:13:37,-3.432,10.6554,71.62,84,79,4.36
433,Sabinas Hidalgo,MX,2021-07-23 01:13:37,26.5,-100.1667,91.8,39,65,12.73
434,Lalsk,RU,2021-07-23 01:13:37,60.7415,47.5862,46.78,79,16,3.78
435,Sarkand,KZ,2021-07-23 01:13:38,45.41,79.9186,76.42,35,2,3.15
436,Inirida,CO,2021-07-23 01:13:38,3.8653,-67.9239,74.19,97,100,1.77
437,Arman,RU,2021-07-23 01:13:38,59.7,150.1667,54.81,91,100,0.74
438,Saldanha,ZA,2021-07-23 01:13:39,-33.0117,17.9442,45.95,72,0,9.69
439,Cinco Esquinas,CR,2021-07-23 01:13:39,10.1037,-84.1678,63.46,91,90,5.01
440,Koindu,GN,2021-07-23 01:13:39,8.4386,-10.3253,70.12,99,100,4.88
441,Holme,DK,2021-07-23 01:13:40,56.1138,10.1725,58.86,91,9,7.11
442,Smithers,CA,2021-07-23 01:13:40,54.7804,-127.1743,58.28,61,84,7.11
443,Majene,ID,2021-07-23 01:13:41,-3.5403,118.9707,78.28,85,97,8.86
444,Gedo,ET,2021-07-23 01:13:41,9.0167,37.45,51.78,94,100,2.24
445,Georgetown,MY,2021-07-23 01:13:41,5.4112,100.3354,84.88,77,20,1.01
446,College,US,2021-07-23 01:13:42,64.8569,-147.8028,82.38,40,40,9.22
447,Sao Jose De Ribamar,BR,2021-07-23 01:13:42,-2.5619,-44.0542,80.98,81,4,9.53
448,Portland,US,2021-07-23 01:13:00,45.5234,-122.6762,83.7,38,20,3.0
449,Avera,US,2021-07-23 01:13:43,33.194,-82.5271,83.71,72,96,4.85
450,Nizhniy Ufaley,RU,2021-07-23 01:13:43,55.9153,59.9842,59.5,98,100,12.15
451,Doha,QA,2021-07-23 01:11:01,25.2867,51.5333,100.38,44,0,4.61
452,Kupang,ID,2021-07-23 01:13:43,-10.1667,123.5833,81.18,54,20,4.61
453,Sept-Iles,CA,2021-07-23 01:13:44,50.2001,-66.3821,58.75,80,89,4.32
454,Pevek,RU,2021-07-23 01:13:44,69.7008,170.3133,42.26,69,5,7.02
455,Marakkanam,IN,2021-07-23 01:13:45,12.2,79.95,83.34,62,100,14.83
456,Lai,TD,2021-07-23 01:13:45,9.3952,16.2989,71.56,92,100,3.0
457,Poronaysk,RU,2021-07-23 01:13:45,49.2167,143.1167,73.8,83,44,5.32
458,Makasar,ID,2021-07-23 01:13:46,-5.14,119.4221,78.85,78,20,2.3
459,Broome,US,2021-07-23 01:13:46,42.2506,-75.833,65.57,71,1,3.0
460,Artyom,AZ,2021-07-23 01:13:46,40.4723,50.333,82.54,65,5,18.03
461,Kudahuvadhoo,MV,2021-07-23 01:13:47,2.6708,72.8944,82.9,71,100,12.03
462,Conde,BR,2021-07-23 01:13:47,-7.2597,-34.9075,71.06,100,90,9.22
463,Victoria,HK,2021-07-23 01:12:05,22.2855,114.1577,89.33,82,58,5.01
464,Odesskoye,RU,2021-07-23 01:13:48,54.2111,72.9651,67.37,61,0,7.47
465,Kharhial,IN,2021-07-23 01:13:48,20.2833,82.7667,78.51,88,100,5.1
466,Zharkovskiy,RU,2021-07-23 01:13:48,55.849,32.2697,53.92,78,17,6.42
467,Vangaindrano,MG,2021-07-23 01:13:49,-23.35,47.6,62.74,93,11,6.06
468,Gat,IL,2021-07-23 01:13:49,31.61,34.7642,75.9,100,31,4.61
469,Ampanihy,MG,2021-07-23 01:13:49,-24.7,44.75,64.74,81,0,2.55
470,Nuoro,IT,2021-07-23 01:13:50,40.3211,9.3297,69.06,44,0,2.62
471,Little Current,CA,2021-07-23 01:13:50,45.9793,-81.9248,63.41,73,22,13.42
472,Hounde,BF,2021-07-23 01:13:51,11.5,-3.5167,74.05,88,37,6.58
473,Charters Towers,AU,2021-07-23 01:13:51,-20.1,146.2667,75.06,48,6,14.56
474,Churapcha,RU,2021-07-23 01:13:51,62.0025,132.4325,75.02,47,100,1.54
475,Pedro Juan Caballero,PY,2021-07-23 01:13:52,-22.5472,-55.7333,61.59,27,0,9.19
476,Umm Lajj,SA,2021-07-23 01:13:52,25.0213,37.2685,83.88,66,13,6.13
477,Asfi,MA,2021-07-23 01:13:52,32.2994,-9.2372,71.47,75,93,11.81
478,Campbellsville,US,2021-07-23 01:13:53,37.3434,-85.3419,76.78,62,9,6.24
479,Sistranda,NO,2021-07-23 01:13:53,63.7256,8.834,53.91,86,100,14.36
480,Kahului,US,2021-07-23 01:13:53,20.8947,-156.47,84.22,69,40,26.46
481,Nabire,ID,2021-07-23 01:13:54,-3.3667,135.4833,75.76,92,100,3.71
482,Townsville,AU,2021-07-23 01:13:54,-19.25,146.8,76.08,61,40,10.36
483,Acajutla,SV,2021-07-23 01:13:54,13.5928,-89.8275,87.8,74,100,5.68
484,Malaya Purga,RU,2021-07-23 01:13:55,56.5567,53.0043,57.51,95,0,4.76
485,Petrila,RO,2021-07-23 01:13:55,45.45,23.4167,54.46,83,14,4.03
486,Itoman,JP,2021-07-23 01:13:56,26.1247,127.6694,81.37,96,75,27.63
487,Puerto Escondido,MX,2021-07-23 01:13:56,15.85,-97.0667,83.23,65,75,5.75
488,Ishigaki,JP,2021-07-23 01:13:56,24.3448,124.1572,80.73,94,75,33.38
489,Buraydah,SA,2021-07-23 01:13:57,26.326,43.975,90.07,18,16,7.7
490,Hofn,IS,2021-07-23 01:13:57,64.2539,-15.2082,53.24,97,100,4.61
491,Namatanai,PG,2021-07-23 01:09:28,-3.6667,152.4333,83.77,70,14,6.51
492,Te Karaka,NZ,2021-07-23 01:13:58,-38.4654,177.8679,59.14,59,41,4.36
493,Urengoy,RU,2021-07-23 01:13:58,65.9667,78.3667,59.32,59,100,4.97
494,Gizo,SB,2021-07-23 01:13:59,-8.103,156.8419,83.57,72,16,5.03
495,Brandon,US,2021-07-23 01:13:55,27.9378,-82.2859,87.62,81,1,1.01
496,Reo,BF,2021-07-23 01:13:59,12.3167,-2.4667,77.61,76,94,10.49
497,Kavaratti,IN,2021-07-23 01:13:59,10.5669,72.642,81.59,81,100,25.77
498,Brae,GB,2021-07-23 01:14:00,60.3964,-1.353,51.71,78,100,6.89
499,Quatre Cocos,MU,2021-07-23 01:14:00,-20.2078,57.7625,70.09,70,27,15.77
500,Inhambane,MZ,2021-07-23 01:14:00,-23.865,35.3833,66.09,66,0,15.28
501,Seddon,AU,2021-07-23 01:14:01,-37.8068,144.8916,50.79,79,75,10.36
502,Nalut,LY,2021-07-23 01:14:01,30.3333,10.85,76.93,46,0,13.47
503,Kurunegala,LK,2021-07-23 01:14:02,7.4863,80.3623,75.29,90,100,8.39
504,Kawalu,ID,2021-07-23 01:14:02,-7.3817,108.2082,76.37,82,64,1.66
505,Pella,RU,2021-07-23 01:14:02,59.7775,30.8181,60.96,82,100,5.28
506,Mabama,TZ,2021-07-23 01:14:03,-5.1333,32.5333,63.73,56,14,6.35
507,Tairua,NZ,2021-07-23 01:14:03,-37.0167,175.85,60.1,60,98,4.05
508,Sayaxche,GT,2021-07-23 01:14:03,16.5167,-90.1667,73.65,93,99,3.31
509,Campo Verde,BR,2021-07-23 01:13:22,-20.4167,-54.0667,72.61,28,0,4.7
510,Srinagar,IN,2021-07-23 01:14:04,34.0833,74.8167,64.44,66,0,0.85
511,Ligayan,PH,2021-07-23 01:14:04,4.6533,119.4706,83.79,78,98,16.87
512,Bosaso,SO,2021-07-23 01:14:05,11.2842,49.1816,91.74,39,5,21.18
513,Viseu,PT,2021-07-23 01:13:53,40.661,-7.9097,60.69,93,100,1.41
514,Mangai,CD,2021-07-23 01:14:05,-4.05,19.5333,71.85,33,93,2.37
515,Vung Tau,VN,2021-07-23 01:14:05,10.346,107.0843,81.64,80,100,16.55
516,Sumbawanga,TZ,2021-07-23 01:14:06,-7.9667,31.6167,53.04,84,8,3.53
517,Martapura,ID,2021-07-23 01:14:06,-3.4167,114.85,78.89,89,40,2.3
518,Gravelbourg,CA,2021-07-23 01:14:07,49.8834,-106.5512,84.47,31,98,6.64
519,Pinotepa Nacional,MX,2021-07-23 01:14:07,16.3167,-98.0167,80.47,77,71,2.15
520,Chivay,PE,2021-07-23 01:14:08,-15.6383,-71.6011,48.88,44,63,4.25
521,Vargashi,RU,2021-07-23 01:14:08,55.3556,65.8467,71.31,63,33,11.86
522,Samandag,TR,2021-07-23 01:14:08,36.0842,35.9771,81.12,86,80,8.39
523,Banugao,PH,2021-07-23 01:14:09,14.7333,121.6333,81.73,83,100,14.47
524,Tungawan,PH,2021-07-23 01:14:09,7.5081,122.3711,84.22,69,100,5.77
525,Nikel,RU,2021-07-23 01:14:09,69.4128,30.222,42.46,82,100,22.26
526,Krutinka,RU,2021-07-23 01:14:10,56.0055,71.5113,64.98,61,0,12.17
527,Richards Bay,ZA,2021-07-23 01:14:10,-28.783,32.0377,53.51,41,1,12.91
528,Houma,US,2021-07-23 01:11:22,29.5958,-90.7195,87.8,72,8,5.93
529,Dudinka,RU,2021-07-23 01:14:11,69.4058,86.1778,54.21,72,63,7.47
530,Agirish,RU,2021-07-23 01:14:11,61.9247,63.0231,53.19,98,100,13.22
531,Half Moon Bay,US,2021-07-23 01:14:11,37.4636,-122.4286,84.74,71,1,10.36
532,Clinton,US,2021-07-23 01:14:12,42.587,-82.9199,74.05,63,75,1.01
533,Shingu,JP,2021-07-23 01:14:12,33.7333,135.9833,82.9,76,100,7.81
534,Moose Factory,CA,2021-07-23 01:14:13,51.2585,-80.6094,56.73,79,0,4.27
535,Balgazyn,RU,2021-07-23 01:14:13,51.0,95.2,72.88,42,100,0.38
536,Taraz,KZ,2021-07-23 01:14:13,42.9,71.3667,77.29,55,0,4.47
537,Rosarito,MX,2021-07-23 01:14:14,32.3333,-117.0333,75.2,74,100,6.58
538,Yar-Sale,RU,2021-07-23 01:14:14,66.8333,70.8333,52.63,59,100,7.23
539,Husavik,IS,2021-07-23 01:14:15,66.0449,-17.3389,58.78,75,47,6.49
540,Macultepec,MX,2021-07-23 01:14:15,18.1667,-92.8333,87.93,62,20,13.8
541,Dongning,CN,2021-07-23 01:14:15,44.0622,131.1207,88.63,60,100,0.89
542,Imeni Babushkina,RU,2021-07-23 01:14:16,59.7573,43.1285,50.49,97,100,5.39
543,Auki,SB,2021-07-23 01:14:16,-8.7676,160.7034,85.93,65,40,4.14
544,Trairi,BR,2021-07-23 01:12:36,-3.2778,-39.2689,79.09,80,3,13.98
545,Vila,PT,2021-07-23 01:13:39,42.0304,-8.1588,58.75,92,100,3.33
546,Polis,CY,2021-07-23 01:14:17,35.0367,32.4264,76.82,76,0,5.1
547,Iskateley,RU,2021-07-23 01:14:17,67.6803,53.1512,48.58,94,100,10.18
548,Chulman,RU,2021-07-23 01:14:18,56.8479,124.9104,71.94,79,42,10.96
549,Winslow,US,2021-07-23 01:14:18,35.0242,-110.6974,80.78,50,75,17.27
